country,admin_name,lat,lng,population
United States,Virginia,38.7466,-77.2754,6409
United States,Colorado,39.6368,-106.8123,6408.0
United States,Texas,32.5426,-94.9465,6408
United States,Wyoming,42.7541,-105.3968,6407.0
United States,Texas,33.2100,-96.9327,6406
United States,Ohio,39.2815,-81.5971,6406
United States,California,37.3827,-121.8138,6405
United States,South Carolina,34.1209,-81.2653,6402
United States,Ohio,39.2292,-84.5969,6393
Canada,Manitoba,54.7666,-101.8833,6393
United States,New York,41.4150,-73.6855,6392
United States,Indiana,38.6048,-86.0977,6391.0
United States,Texas,30.0850,-95.9897,6391.0
United States,Kentucky,38.3854,-84.2987,6389.0
United States,Washington,47.7030,-117.0854,6385
United States,Colorado,39.0363,-108.5172,6380
United States,Michigan,42.5299,-85.8462,6380.0
United States,Kentucky,39.0130,-84.4349,6370
United States,Pennsylvania,39.7452,-77.0891,6369.0
United States,Georgia,33.8034,-84.1724,6368
Australia,New South Wales,-36.8996,149.9000,6367
United States,Virginia,36.6953,-77.5356,6366.0
United States,Ohio,41.3031,-80.8514,6366
United States,Missouri,38.7148,-90.3461,6365
United States,Indiana,41.3526,-85.1238,6364
United States,Pennsylvania,40.0692,-79.9152,6364
United States,Virginia,37.4470,-77.4420,6363
United States,Kansas,37.4788,-97.2725,6359
United States,Washington,47.7227,-122.7146,6358
United States,Maryland,39.6109,-76.8551,6357
United States,Connecticut,41.2779,-72.8148,6355
United States,Florida,28.0371,-81.9063,6355
United States,New Jersey,40.3908,-74.5756,6355
United States,Pennsylvania,40.4252,-79.8545,6354
United States,Texas,26.2230,-97.9601,6354
United States,Mississippi,30.2930,-89.3904,6354
United States,Iowa,41.9230,-91.4244,6353.0
United States,Texas,32.5313,-94.8564,6352
United States,Georgia,31.5300,-83.8338,6350.0
Guinea,Mamou,10.6560,-12.2720,6349
United States,Texas,32.6296,-97.2827,6348
United States,Indiana,38.0469,-87.2847,6348.0
United States,Pennsylvania,39.8986,-76.6078,6346
United States,West Virginia,38.4154,-82.3188,6345
United States,New York,43.0573,-76.2126,6341
United States,New York,42.8614,-73.9206,6339
United States,Washington,47.1699,-122.5935,6337
United States,Kansas,38.9344,-95.0956,6333.0
United States,New York,41.1287,-74.0855,6331
United States,Pennsylvania,40.2908,-76.9348,6326
United States,New Jersey,40.3391,-74.1283,6321
United States,Michigan,42.8094,-82.7517,6319.0
United States,Michigan,42.4816,-83.1685,6317
United States,Illinois,42.3840,-88.2475,6317
United States,New Jersey,40.8247,-74.0613,6314
United States,North Carolina,34.8890,-79.7098,6314
United States,Pennsylvania,41.9260,-79.6358,6313.0
Australia,Queensland,-24.3936,150.4961,6309
United States,Virginia,38.9105,-77.1991,6303
United States,Texas,32.1526,-94.3368,6301.0
United States,Ohio,39.7239,-82.9576,6297.0
United States,New Jersey,40.5626,-74.5743,6297
United States,New York,43.0025,-78.7887,6294
United States,Washington,47.2828,-122.5769,6291
United States,Pennsylvania,40.1474,-75.2687,6290
United States,California,34.1377,-118.0775,6288
United States,California,37.5134,-122.4660,6286
United States,Texas,33.9622,-98.6819,6284.0
United States,Georgia,34.2064,-84.1337,6284
United States,Michigan,43.4196,-83.8992,6283
United States,Kentucky,36.8432,-83.3184,6280.0
United States,Alabama,32.8576,-85.2079,6271
United States,Oklahoma,35.4421,-95.9847,6271.0
United States,Utah,40.7042,-111.5438,6271
United States,North Carolina,34.0396,-77.8966,6270
United States,Louisiana,30.4850,-90.8658,6269
United States,Maryland,39.4777,-76.2385,6264
United States,Michigan,43.1266,-85.5582,6264
United States,Washington,46.2066,-119.7662,6264
United States,Pennsylvania,40.1099,-75.2798,6261
United States,Louisiana,32.5732,-93.6060,6260
United States,Florida,26.2633,-81.8094,6258
United States,Ohio,41.4801,-81.4620,6258
United States,Pennsylvania,39.9022,-75.3488,6257
United States,Nebraska,41.4497,-97.0619,6256.0
United States,Connecticut,41.5026,-72.8993,6251
United States,Illinois,40.6397,-89.6608,6250
United States,Texas,28.5266,-99.8589,6246.0
United States,Pennsylvania,41.4859,-75.6012,6245
United States,Mississippi,33.9813,-88.4823,6245.0
United States,Nebraska,41.1340,-102.9681,6244.0
United States,Tennessee,36.4081,-83.0042,6243.0
United States,Ohio,39.4559,-82.2219,6241.0
United States,California,37.5618,-120.9088,6237
United States,Pennsylvania,41.1709,-76.8740,6236.0
United States,Missouri,38.3360,-90.4046,6233
United States,Texas,33.2099,-97.7709,6232.0
United States,Florida,30.4398,-86.6071,6227
United States,New York,40.7336,-73.4169,6222
United States,Georgia,32.1973,-83.1712,6220.0
United States,Virginia,37.7319,-79.3569,6219.0
United States,Utah,41.0277,-111.9081,6215
United States,Michigan,41.8930,-83.4179,6215
United States,Hawaii,22.0650,-159.3771,6212
United States,Utah,40.3058,-111.7544,6210
United States,Pennsylvania,40.9437,-78.9767,6207.0
United States,Pennsylvania,42.2134,-79.8333,6206.0
United States,Arkansas,34.0426,-94.3420,6206.0
United States,Washington,47.0512,-122.7810,6205
United States,Texas,31.5136,-106.1521,6203
United States,Indiana,39.6608,-87.4045,6202.0
United States,South Carolina,35.0073,-81.9692,6201
United States,Alabama,33.5945,-86.7684,6201
United States,Illinois,37.1566,-88.7083,6198.0
United States,Virginia,37.6280,-77.4288,6193
United States,Texas,28.8176,-97.8518,6193.0
United States,Texas,31.8540,-103.0924,6191.0
United States,Georgia,33.9815,-83.8951,6190
United States,Florida,28.0596,-81.9053,6189
United States,New York,42.9608,-77.1348,6184.0
United States,Ohio,38.7383,-82.8420,6183
United States,Maryland,39.4832,-77.3559,6181
United States,Arkansas,35.5003,-92.0332,6181.0
United States,Delaware,39.7551,-75.5070,6178
United States,Kentucky,36.8667,-83.8849,6178.0
United States,Iowa,41.6987,-93.4548,6178
United States,Texas,30.3640,-103.6651,6175.0
United States,Wisconsin,43.0479,-88.0867,6170
United States,Hawaii,21.6443,-157.9280,6168
United States,Maryland,39.5912,-78.8550,6163
United States,Washington,46.5567,-120.4977,6161
United States,Arkansas,35.1560,-92.7390,6161.0
United States,New Jersey,40.1144,-74.1492,6157
United States,South Carolina,34.7074,-82.4651,6155
United States,Alabama,30.8577,-88.0632,6154
United States,Illinois,38.0019,-89.2323,6150.0
United States,South Carolina,34.4644,-82.6593,6148
United States,Illinois,40.9152,-89.5018,6145
United States,Pennsylvania,41.2294,-77.0009,6142
United States,Missouri,37.1193,-93.3683,6138
United States,Georgia,32.2997,-84.0246,6138.0
United States,Iowa,41.0445,-95.7408,6137.0
United States,Arkansas,35.6234,-91.2322,6137.0
United States,Florida,28.7754,-81.3721,6135
United States,Maryland,39.3198,-76.3858,6131
United States,Ohio,41.2843,-81.0933,6130.0
Australia,Queensland,-18.6496,146.1666,6127
United States,Missouri,38.5866,-90.3282,6123
United States,Maryland,39.4043,-77.3413,6123
United States,New York,42.4612,-78.9339,6120.0
United States,Ohio,41.0518,-82.7232,6118.0
Puerto Rico,Puerto Rico,18.0010,-66.2603,6113
United States,Maryland,38.3039,-76.6396,6113.0
United States,Florida,28.4611,-81.3912,6112
Australia,New South Wales,-33.4196,149.5700,6111
Australia,Victoria,-37.2795,142.9100,6110
United States,Indiana,41.6346,-85.9235,6110
United States,Florida,28.5441,-81.4629,6109
United States,Pennsylvania,40.6561,-78.7784,6109.0
United States,Montana,47.0514,-109.4525,6108.0
United States,Connecticut,41.4390,-73.0568,6108
United States,Illinois,38.8840,-90.1073,6100
United States,Colorado,39.6467,-105.0180,6098
United States,Colorado,38.9942,-104.8639,6098
United States,Mississippi,34.7768,-89.4466,6098.0
United States,Virginia,38.6547,-77.3012,6095
United States,Kentucky,39.0626,-84.7090,6095
United States,Florida,26.9618,-80.1011,6094
United States,Kentucky,37.8130,-85.9827,6093
United States,Indiana,39.5617,-86.0996,6092
United States,New Mexico,35.1626,-106.6481,6087
United States,Iowa,41.3957,-95.0138,6085.0
United States,New Jersey,39.3307,-74.5071,6083
United States,New Jersey,39.9767,-74.8369,6083
United States,Minnesota,43.8606,-92.4896,6079.0
United States,Massachusetts,41.5707,-70.5556,6079
United States,Washington,47.8417,-120.0270,6078.0
United States,Connecticut,41.8808,-72.8111,6077
United States,Ohio,40.7710,-82.6105,6077
United States,Tennessee,35.4433,-89.8148,6069
United States,Indiana,40.9381,-87.1683,6067.0
United States,Wisconsin,42.5192,-88.2489,6064
United States,Ohio,39.2338,-84.5474,6063
United States,Virginia,38.3863,-78.9675,6062
Guinea,Faranah,11.2990,-10.7260,6062
United States,New York,42.2145,-73.8656,6061.0
United States,Florida,27.3214,-80.3307,6055
Canada,Manitoba,53.8166,-101.2333,6055
Namibia,//Karas,-28.0196,18.7400,6054
United States,Illinois,42.3396,-88.2028,6048
United States,Florida,27.2856,-82.4970,6045
United States,New Jersey,41.0163,-73.9856,6042
United States,Nevada,38.9390,-119.7369,6034
United States,Wisconsin,42.7781,-89.2967,6033.0
United States,New York,42.3561,-73.8080,6032.0
United States,Kansas,37.5772,-101.3547,6025.0
United States,Georgia,32.3875,-83.3523,6024.0
Argentina,La Rioja,-31.3500,-66.6000,6020
United States,Colorado,39.6386,-106.3608,6017.0
United States,Mississippi,31.3114,-89.3740,6016
United States,Texas,30.0266,-98.1115,6015.0
United States,Ohio,41.2808,-82.0368,6015
United States,Washington,46.1697,-119.0446,6015
United States,Florida,28.8006,-82.3372,6010
United States,Arizona,33.5024,-112.3586,6009
United States,Kentucky,36.7392,-84.1647,6009.0
United States,Pennsylvania,40.5617,-75.5489,6004
United States,Virginia,37.0045,-79.8854,6004.0
United States,Maryland,39.1515,-77.0065,6004
United States,New Jersey,40.0010,-74.7553,6003
Mali,Kidal,20.2014,1.0888,6000
United States,South Carolina,34.3015,-79.8672,5999
United States,Georgia,33.6398,-84.3376,5994
United States,Michigan,42.4355,-83.4890,5988
United States,North Carolina,34.1538,-78.8737,5987.0
Australia,Victoria,-38.6095,145.5900,5985
United States,New Jersey,40.6432,-74.4391,5985
United States,Louisiana,29.6909,-91.3096,5982
United States,Virginia,36.9394,-76.5264,5981
United States,Pennsylvania,40.3445,-76.7950,5980
United States,Ohio,40.8298,-83.2720,5974.0
United States,Virginia,38.7253,-77.2638,5970
United States,Tennessee,35.4445,-88.6531,5966.0
United States,Illinois,41.7741,-87.8752,5964
United States,Michigan,43.4174,-84.0731,5961
United States,Michigan,42.3219,-85.5180,5957
United States,Massachusetts,42.1248,-71.5350,5955
United States,Minnesota,44.6652,-93.6351,5954.0
United States,Michigan,41.9834,-86.1125,5952.0
United States,Illinois,39.9994,-90.4178,5951.0
United States,New Jersey,40.3619,-74.0392,5950
United States,South Carolina,33.7243,-78.9678,5950
United States,Illinois,39.0117,-89.7905,5950.0
United States,Pennsylvania,40.2258,-76.8255,5949
United States,Missouri,38.3479,-90.9934,5945.0
United States,Florida,28.1041,-81.7264,5941
South Africa,Eastern Cape,-31.6279,29.5283,5939
United States,Texas,26.0962,-97.9566,5938
United States,New York,41.1578,-74.0769,5938
United States,Washington,47.6095,-122.6533,5937
United States,New Jersey,40.8208,-74.3085,5937
United States,Iowa,42.0598,-90.6651,5936.0
United States,Pennsylvania,41.3958,-75.7147,5934
United States,California,35.5523,-121.0847,5934
United States,Indiana,40.4377,-84.9835,5929.0
United States,Ohio,41.3045,-82.9781,5927.0
United States,New Hampshire,43.0337,-71.4256,5927
Madagascar,Mahajanga,-18.0666,44.0167,5925
United States,Pennsylvania,40.8003,-76.8647,5922
United States,New York,41.3165,-73.8475,5921
United States,New Jersey,39.8400,-75.2397,5920
United States,New York,41.3570,-74.2769,5920.0
United States,Illinois,41.6291,-87.6858,5914
United States,Pennsylvania,40.0856,-75.1941,5911
United States,Oregon,43.9887,-121.3608,5910
United States,New Jersey,40.3357,-74.0346,5908
United States,Texas,26.2752,-98.5644,5908.0
United States,Texas,31.3177,-95.4564,5908.0
United States,New Jersey,40.1183,-74.0446,5903
United States,New Jersey,41.0253,-74.0604,5903
United States,Washington,46.1841,-122.9178,5902
United States,Maryland,38.8237,-76.9485,5897
United States,California,33.8180,-117.8103,5895
United States,New Jersey,40.9933,-73.9510,5895
United States,Washington,46.4023,-117.0630,5895
United States,Kentucky,38.9473,-84.6731,5895
United States,Wisconsin,44.9540,-92.3709,5894.0
United States,Tennessee,35.6977,-84.2661,5890
United States,Pennsylvania,40.1148,-75.1801,5889
United States,Ohio,39.8393,-84.4176,5888
United States,Missouri,38.5935,-90.3826,5886
United States,Georgia,34.3497,-82.9290,5883.0
United States,North Carolina,35.0592,-77.0200,5882
United States,New Mexico,35.8075,-106.2067,5878
United States,Mississippi,30.3270,-89.2436,5878
United States,Florida,26.2326,-81.8108,5876
United States,West Virginia,39.6636,-80.8569,5876.0
United States,Ohio,40.6814,-84.1487,5875
United States,New Jersey,40.9190,-74.6390,5868
United States,Texas,29.6814,-97.6468,5868.0
United States,Texas,29.5148,-98.3819,5866
United States,Maryland,38.8285,-76.5211,5865
United States,Illinois,41.8838,-88.4615,5863
United States,Illinois,40.7466,-89.5701,5858
New Zealand,Northland,-35.2285,173.9507,5856
United States,Illinois,38.6138,-89.5231,5856.0
United States,New York,43.2899,-77.7925,5855
Australia,Western Australia,-31.6566,116.6534,5855
United States,Florida,27.2779,-82.5516,5850
United States,Pennsylvania,40.5811,-75.3378,5847
United States,California,37.2545,-120.9949,5844.0
United States,Texas,28.0392,-97.5154,5840.0
United States,Missouri,38.2871,-90.3995,5837
United States,Texas,32.8028,-97.4021,5836
United States,California,33.9179,-116.4796,5831
United States,New Jersey,39.9322,-74.9527,5830
United States,Maryland,39.6878,-77.7173,5828
United States,Minnesota,45.0380,-93.7923,5827.0
United States,Illinois,37.7630,-89.0841,5827
United States,Alabama,34.0049,-86.1040,5827
United States,Iowa,42.4621,-91.9030,5824.0
United States,West Virginia,39.3410,-80.0161,5823.0
United States,West Virginia,37.3688,-81.0961,5822
United States,Michigan,42.9147,-83.5092,5821.0
United States,Illinois,39.7797,-88.8835,5820
United States,Maine,43.8238,-70.4288,5819
United States,Oklahoma,34.7236,-97.2291,5817.0
Canada,Alberta,53.5000,-112.0500,5813
United States,Tennessee,35.8713,-84.4959,5812
United States,New York,40.7765,-73.6778,5808
United States,Colorado,39.5785,-107.5262,5807.0
United States,Oklahoma,35.0652,-98.2441,5806.0
United States,Indiana,40.4897,-85.5984,5805
United States,Texas,30.5895,-98.3778,5805.0
United States,Texas,29.7038,-98.6712,5804
United States,Pennsylvania,40.4333,-80.0712,5803
Turks And Caicos Islands,,21.4664,-71.1360,5801
United States,Pennsylvania,41.4684,-75.6358,5799
United States,Oklahoma,36.7893,-98.6648,5799.0
United States,California,32.8850,-116.9453,5798
United States,Utah,39.7072,-111.8323,5797.0
United States,Alabama,30.7715,-88.0793,5794
United States,New York,41.0689,-73.9545,5794
United States,Texas,26.2303,-98.3792,5792
United States,North Dakota,48.4209,-101.3381,5789
United States,New York,42.1207,-77.9458,5788.0
United States,Texas,33.4422,-101.6477,5788.0
United States,California,37.6180,-121.0343,5786
South Africa,Northern Cape,-30.9496,22.1333,5785
United States,Louisiana,32.0355,-93.7004,5782.0
United States,Texas,28.0909,-97.8170,5776.0
United States,California,36.9912,-121.8934,5775
United States,New York,41.4296,-74.1578,5773
United States,Ohio,40.0648,-82.5025,5773
United States,Missouri,37.8234,-92.1514,5773
United States,New Mexico,36.8849,-104.4396,5772.0
United States,Michigan,43.0968,-85.2331,5769.0
United States,Pennsylvania,40.4311,-78.3930,5767
United States,Michigan,42.3027,-85.5447,5766
United States,Colorado,38.7731,-104.7787,5763
United States,Texas,29.2933,-97.1469,5763.0
United States,Oregon,45.4852,-122.7567,5762
United States,Maryland,38.9565,-76.7780,5762
United States,Texas,30.7496,-98.2382,5762.0
United States,Indiana,41.0044,-85.7750,5761.0
United States,Florida,27.9216,-82.0244,5759
United States,Kentucky,37.5690,-85.2578,5759.0
United States,Oklahoma,35.2346,-96.6500,5756.0
United States,New Jersey,40.3160,-74.0205,5755
United States,Arkansas,36.2640,-90.9703,5755.0
United States,Indiana,41.5381,-86.9055,5753.0
United States,North Carolina,35.3107,-83.1815,5753
United States,South Carolina,34.5237,-82.4937,5753.0
United States,Georgia,32.7265,-82.7197,5750.0
United States,Louisiana,32.6906,-93.7400,5743.0
United States,Missouri,38.8508,-94.3378,5742
United States,Pennsylvania,41.3584,-75.7027,5742
United States,Florida,28.8024,-81.5351,5739
United States,Arkansas,35.4919,-94.2165,5738
United States,California,38.8003,-122.5505,5735
United States,Maryland,39.0254,-76.9751,5734
United States,Indiana,40.4537,-85.3736,5733.0
United States,Pennsylvania,40.1489,-75.3995,5732
United States,Washington,47.7478,-117.4197,5730
United States,Kentucky,39.0462,-84.5362,5729
United States,Illinois,37.4612,-89.2388,5729.0
United States,Kentucky,38.2367,-85.5500,5728
United States,Illinois,42.4547,-88.2404,5725
United States,Minnesota,45.4929,-93.2414,5721
United States,Arkansas,36.4490,-94.1212,5721
United States,Michigan,42.4011,-86.2676,5717.0
United States,Pennsylvania,40.7400,-75.3132,5711
United States,Colorado,40.2581,-103.6321,5710.0
United States,California,35.3831,-119.1184,5705
United States,Pennsylvania,40.0420,-75.4912,5705
United States,Louisiana,29.8962,-89.8920,5705
United States,Kentucky,37.1068,-87.8854,5684.0
United States,Indiana,39.7844,-85.9459,5683
Australia,Western Australia,-15.7666,128.7333,5679
United States,Indiana,40.6567,-84.9555,5677.0
United States,Missouri,37.2931,-93.4171,5675.0
United States,South Carolina,33.6665,-79.8293,5670.0
United States,California,33.5838,-117.6235,5665
United States,Texas,31.9876,-106.5933,5665
United States,Illinois,38.7208,-90.0601,5664
United States,Illinois,42.2826,-87.8510,5662
United States,Texas,32.3995,-100.8582,5657.0
United States,New York,43.2150,-77.4225,5652
United States,Utah,40.8983,-111.9080,5650
United States,Kentucky,38.3867,-85.4503,5648
United States,New York,40.8930,-73.8057,5643
United States,Illinois,41.7335,-87.8859,5643
United States,Pennsylvania,40.1407,-75.1925,5640
United States,Iowa,43.3998,-94.8343,5640.0
United States,Oklahoma,36.6364,-95.1769,5639.0
United States,Texas,28.9756,-96.6483,5638.0
United States,Indiana,39.0357,-87.1587,5636.0
United States,Louisiana,33.0019,-93.4613,5631.0
United States,Texas,32.6421,-96.7093,5627
United States,New York,40.7557,-73.4544,5624
United States,Ohio,39.8585,-82.8978,5621
United States,Texas,26.2788,-98.3856,5619
United States,New York,42.9730,-78.6793,5618
United States,Michigan,42.3132,-84.0188,5615.0
United States,Illinois,40.7145,-89.2774,5614.0
United States,Massachusetts,41.6496,-70.2487,5614
United States,Illinois,39.3828,-89.0643,5612.0
United States,New York,40.7506,-73.1872,5611
United States,California,38.7185,-121.4455,5606
United States,Hawaii,20.6873,-156.4291,5602
United States,Ohio,40.7680,-83.8252,5598.0
United States,North Carolina,35.9175,-81.1754,5595.0
United States,Florida,29.9474,-82.1129,5593.0
United States,Minnesota,44.9899,-93.1770,5592
United States,Pennsylvania,41.3338,-75.8214,5589
United States,Montana,46.8560,-114.0777,5588
United States,Ohio,39.9446,-84.0257,5586
United States,Iowa,42.5119,-90.7796,5586
United States,Illinois,39.2775,-89.8762,5584.0
United States,Missouri,36.9180,-89.3343,5584.0
United States,New Jersey,40.8357,-74.4786,5581
United States,Wisconsin,42.7751,-88.9430,5581
United States,Missouri,38.7117,-90.6517,5578
United States,Georgia,31.7642,-82.3508,5578.0
United States,Pennsylvania,39.7859,-75.9801,5574
United States,Georgia,33.0909,-82.0146,5574.0
United States,Texas,31.3085,-96.8934,5571.0
United States,Tennessee,35.5233,-84.3630,5570.0
United States,Missouri,39.3447,-91.2031,5568.0
United States,Pennsylvania,40.3166,-76.7884,5564
United States,New Jersey,40.4454,-74.1699,5562
United States,Indiana,38.3009,-86.9625,5562.0
United States,Michigan,42.8139,-86.0129,5559
United States,California,37.8925,-122.5078,5558
United States,Texas,33.9191,-102.3349,5558.0
United States,New Jersey,40.6791,-75.1121,5555
United States,Louisiana,31.6343,-91.5562,5553.0
United States,Washington,46.9685,-124.1521,5553.0
United States,Pennsylvania,40.3732,-79.8502,5547
United States,Georgia,34.9777,-85.2539,5546
United States,Massachusetts,42.4884,-71.5178,5546
United States,Colorado,40.0620,-104.9484,5545
United States,Oklahoma,35.0836,-96.4004,5543.0
United States,Colorado,40.0119,-104.7271,5537.0
United States,Pennsylvania,41.5774,-75.2524,5536.0
United States,Indiana,38.2132,-86.1260,5532.0
United States,Pennsylvania,40.5148,-80.1627,5530
United States,Ohio,39.1172,-82.5375,5526
United States,Florida,28.6569,-81.5056,5525
United States,New York,42.9557,-77.5903,5524.0
United States,California,36.7989,-119.8051,5522
United States,Pennsylvania,40.6833,-80.2736,5522
United States,Tennessee,35.6029,-84.4717,5522.0
United States,Ohio,40.4389,-82.3481,5520
United States,Texas,26.2164,-98.3780,5516
United States,Georgia,34.1064,-82.8706,5515.0
United States,Idaho,44.2547,-116.9689,5513.0
United States,Michigan,42.9626,-83.8260,5512
United States,Pennsylvania,40.9838,-75.1972,5511
United States,New York,41.2067,-74.0122,5511
United States,New York,41.5984,-73.9181,5508
United States,New Jersey,39.8454,-75.0218,5508
United States,New York,42.9316,-74.6278,5508.0
United States,New York,42.4134,-73.6778,5508.0
United States,Texas,30.6542,-97.0089,5505.0
United States,Rhode Island,41.5149,-71.3770,5505
United States,Ohio,39.6324,-84.3645,5503
United States,New York,41.1488,-74.0485,5502
United States,Michigan,43.8259,-84.7630,5501.0
United States,Texas,32.7566,-98.9125,5497.0
Australia,Queensland,-26.5594,148.7907,5496
United States,Kentucky,37.6869,-87.8876,5496.0
United States,Pennsylvania,40.1008,-76.0900,5492
United States,Ohio,41.5015,-83.7365,5492
United States,Texas,32.3628,-97.6554,5491
United States,Wisconsin,44.2981,-90.8419,5490.0
United States,Wisconsin,42.7646,-88.2158,5487
United States,North Carolina,35.9693,-77.9552,5487
United States,Illinois,41.6431,-87.7080,5486
United States,New York,41.4409,-74.0353,5481
Guinea,Labé,12.0840,-12.3010,5479
United States,Pennsylvania,39.8357,-75.4453,5478
United States,Pennsylvania,40.5393,-75.6342,5478
United States,North Carolina,35.2843,-81.2841,5472
United States,Illinois,42.1026,-87.7791,5470
United States,West Virginia,39.6062,-79.8812,5467
United States,New York,42.6786,-74.4860,5465.0
United States,Vermont,43.1344,-72.4550,5464.0
United States,Tennessee,35.9347,-85.4726,5464.0
United States,Arkansas,33.6113,-92.0678,5463.0
United States,Illinois,42.3298,-88.1599,5462
United States,New York,42.1631,-78.7233,5459.0
United States,Maryland,39.4880,-79.0429,5456.0
United States,New Jersey,40.8822,-73.9466,5453
United States,Oregon,43.1200,-123.4242,5452
United States,Ohio,40.8896,-81.5887,5451
United States,Kentucky,39.1128,-84.4640,5449
United States,Oklahoma,35.4040,-94.5969,5449.0
United States,Washington,47.5519,-122.5517,5447
United States,Pennsylvania,41.6273,-79.6699,5447.0
United States,Connecticut,42.0125,-72.5660,5443
United States,New York,41.7320,-73.9139,5440
United States,Ohio,40.7752,-80.7628,5439.0
United States,Kansas,39.3843,-101.0459,5436.0
United States,Tennessee,35.8693,-84.6730,5434
United States,Alabama,32.9421,-87.1753,5432.0
United States,Missouri,40.0819,-93.6030,5431.0
Puerto Rico,Puerto Rico,18.1775,-66.1582,5427
United States,Wisconsin,43.3317,-88.2799,5427
United States,Texas,33.4240,-94.1188,5425
United States,Virginia,38.5228,-77.3187,5425
United States,Kentucky,38.3317,-82.9371,5420.0
United States,Alabama,32.5284,-85.0960,5418
United States,Illinois,40.0342,-88.5729,5417.0
United States,Hawaii,21.9159,-159.5236,5416
United States,Pennsylvania,40.6541,-76.1040,5416.0
United States,North Carolina,35.9002,-80.5620,5416.0
United States,South Dakota,43.4511,-96.8339,5415.0
United States,Arkansas,34.8923,-92.2341,5415
United States,Illinois,38.0851,-89.3718,5413.0
United States,Massachusetts,42.3389,-72.5195,5411
United States,California,39.1487,-122.1373,5410.0
United States,Colorado,39.5741,-104.8289,5409
United States,Minnesota,44.7699,-94.1513,5407.0
United States,California,37.4045,-120.8504,5407
United States,Texas,33.2872,-96.9623,5407.0
United States,Virginia,37.2435,-77.4287,5403
United States,California,33.9603,-117.9509,5403
United States,North Carolina,35.9013,-75.6610,5403.0
United States,Louisiana,32.2347,-92.7098,5402.0
United States,Texas,29.4771,-98.4471,5397
United States,Tennessee,36.2959,-82.4766,5397
United States,New Jersey,40.0285,-74.5883,5397
United States,Ohio,41.6089,-83.4836,5396
United States,Nebraska,42.2379,-97.0101,5394.0
United States,Alabama,33.3970,-86.6497,5394
United States,Minnesota,44.8360,-92.9949,5392
Australia,New South Wales,-32.5896,149.5801,5391
United States,Michigan,42.5092,-84.6530,5388.0
United States,Virginia,38.3899,-78.8340,5388
United States,Texas,29.9129,-96.8767,5388.0
United States,Hawaii,21.9954,-159.3493,5386
United States,New Jersey,40.2686,-74.5253,5384
United States,New York,43.0990,-77.4427,5384
United States,Kansas,39.1084,-95.0829,5384.0
United States,New York,41.4017,-74.3270,5383
United States,New York,40.8943,-73.3714,5380
United States,New Mexico,34.7332,-106.7632,5380
United States,Kansas,38.5784,-94.8619,5378.0
United States,Kansas,37.9274,-95.4006,5377.0
United States,New York,41.7179,-73.9646,5375
United States,New York,42.5583,-77.6915,5375
United States,Ohio,39.7467,-81.5127,5374.0
United States,Minnesota,44.0379,-92.6411,5371.0
United States,Texas,32.9680,-102.8318,5369.0
United States,Illinois,41.2763,-88.2805,5369
United States,Texas,31.7929,-94.1795,5367.0
United States,Texas,30.8608,-96.9762,5361.0
United States,New Jersey,40.3756,-74.2444,5360
United States,Washington,46.6624,-118.8405,5360.0
United States,Iowa,42.1091,-91.2758,5355.0
United States,Tennessee,36.5620,-82.6618,5355
United States,Ohio,40.4005,-81.3516,5351
United States,Arizona,32.0619,-110.9483,5349
United States,Missouri,36.1814,-89.6664,5349.0
United States,New York,40.8198,-73.4339,5349
United States,Maryland,39.6584,-76.8881,5348.0
United States,Delaware,39.6685,-75.5692,5348
United States,Indiana,39.1673,-84.8444,5344
United States,Colorado,39.2467,-106.2935,5343.0
United States,New York,43.0068,-73.8524,5340
Canada,Alberta,56.2333,-117.2833,5340
United States,Texas,32.7548,-97.6499,5340
United States,Washington,47.3715,-122.5689,5340
United States,Arkansas,34.5810,-94.2374,5339.0
United States,Florida,24.6893,-81.3676,5339
United States,Ohio,39.5807,-84.3201,5336
United States,Illinois,42.3929,-87.9871,5335
United States,Michigan,42.8262,-82.4930,5335
United States,Florida,26.0889,-81.7031,5335
United States,Washington,47.5193,-122.6183,5334
United States,Ohio,39.0871,-84.6178,5330
United States,Massachusetts,42.5815,-70.7682,5327
United States,Wisconsin,44.8761,-89.6173,5325
United States,New York,42.9866,-78.9524,5324
United States,Nebraska,42.8260,-103.0025,5324.0
United States,Colorado,38.8576,-104.9127,5322
United States,California,39.2350,-121.2003,5315
United States,Washington,48.9839,-122.7414,5311
United States,New York,42.4755,-73.8113,5310.0
United States,New Jersey,39.5681,-75.4724,5310.0
United States,Wisconsin,42.8230,-88.1573,5309
United States,Pennsylvania,40.5247,-79.8898,5309
United States,Pennsylvania,40.8023,-75.6160,5306
United States,Florida,27.0469,-82.2702,5305
United States,Pennsylvania,40.8306,-75.7166,5304
United States,Iowa,40.7294,-92.8718,5300.0
United States,Tennessee,36.5241,-86.0306,5298.0
United States,Alabama,33.6470,-86.6414,5295
United States,Ohio,40.2485,-82.8803,5293
United States,New York,42.9623,-78.7418,5292
United States,New York,41.0541,-73.8143,5287
United States,Utah,41.1392,-112.0285,5286
United States,Nebraska,40.4394,-99.3774,5286.0
United States,Maryland,38.3214,-75.6246,5285
United States,Washington,47.9845,-122.0746,5284
United States,Illinois,38.0857,-88.1728,5281.0
United States,Pennsylvania,40.3219,-75.6090,5281
United States,South Carolina,33.9124,-81.5312,5281.0
United States,Michigan,42.8453,-83.7086,5279
